# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  3 09:14:11 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-54 b,Kepler-54,1,3,0,Transit,2012,8.01094340,0.00006900,-0.00006900,0,0.061900,0.002460,-0.002460,0,2.100,,,0,3.09000,0.30000,-0.31000,0,Mass,0.022000,0.020000,-0.015000,0,453,,,0,89.590,,,0,M1 V,3705.00,,,0,0.50,,,0,0.51,,,0,[Fe/H],4.75,,,0,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,10.19810,76.34485,271.7010000,2.9175000,-2.9175000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030
Kepler-54 c,Kepler-54,1,3,0,Transit,2012,12.07172490,0.00029000,-0.00029000,0,0.080900,,,0,1.230,,,0,2.10000,0.20000,-0.21000,0,Mass,0.000000,,,0,395,,,0,89.960,,,0,M1 V,3705.00,,,0,0.50,,,0,0.51,,,0,[Fe/H],4.75,,,0,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,10.19810,76.34485,271.7010000,2.9175000,-2.9175000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030
Kepler-54 d,Kepler-54,1,3,0,Transit,2014,20.99569400,0.00014300,-0.00014300,0,0.126000,,,0,1.530,0.080,-0.080,0,2.96000,,,0,M-R relationship,0.000000,,,0,328,,,0,89.790,,,0,M1 V,4252.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.52,0.02,-0.02,0,[Fe/H],4.73,0.15,-0.15,0,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,10.19810,76.34485,271.7010000,2.9175000,-2.9175000,16.2820000,0.4230000,-0.4230000,12.6480000,0.0210000,-0.0210000,15.8133000,0.0006030,-0.0006030
Kepler-540 b,Kepler-540,1,1,0,Transit,2016,172.70497840,0.00053560,-0.00053560,0,0.588600,,,0,2.710,0.380,-0.260,0,7.80000,,,0,M-R relationship,0.000000,,,0,355,,,0,90.000,,,0,,5946.00,77.07,-63.84,0,1.08,0.15,-0.10,0,1.02,0.06,-0.05,0,[Fe/H],4.38,0.09,-0.11,0,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,13.67995,76.65702,390.3740000,3.9920000,-3.9140000,12.2930000,0.0570000,-0.0570000,10.8100000,0.0140000,-0.0140000,12.1868000,0.0001940,-0.0001940
Kepler-541 b,Kepler-541,1,1,0,Transit,2016,5.08005848,0.00001338,-0.00001338,0,0.064100,,,0,3.360,0.580,-0.560,0,11.20000,,,0,M-R relationship,0.000000,,,0,1673,,,0,83.850,,,0,,6166.00,102.75,-99.75,0,2.06,0.32,-0.33,0,1.41,0.12,-0.16,0,[Fe/H],3.96,0.11,-0.09,0,19h36m35.92s,294.1496529,+38d27m29.55s,38.4582070,8.46212,72.00340,1060.6800000,16.6400000,-16.1400000,13.3830000,0.0570000,-0.0570000,11.7330000,0.0210000,-0.0210000,13.2280000,0.0001980,-0.0001980
Kepler-542 b,Kepler-542,1,1,0,Transit,2016,13.14497566,0.00003491,-0.00003491,0,0.103800,,,0,1.570,0.100,-0.110,0,3.09000,,,0,M-R relationship,0.000000,,,0,698,,,0,88.510,,,0,,5526.00,76.12,-59.55,0,0.90,0.06,-0.04,0,0.93,0.04,-0.04,0,[Fe/H],4.50,0.04,-0.06,0,19h28m51.59s,292.2149697,+38d32m54.77s,38.5485469,9.84658,71.37602,436.0160000,3.2300000,-3.1840000,13.6060000,0.1260000,-0.1260000,11.7830000,0.0210000,-0.0210000,13.4161000,0.0002160,-0.0002160
Kepler-543 b,Kepler-543,1,1,0,Transit,2016,13.89961966,0.00001102,-0.00001102,0,0.098000,,,0,2.500,0.120,-0.260,0,6.80000,,,0,M-R relationship,0.000000,,,0,521,,,0,87.800,,,0,,4671.00,85.64,-76.72,0,0.67,0.03,-0.03,0,0.70,0.05,-0.04,0,[Fe/H],4.63,0.02,-0.02,0,19h08m52.49s,287.2187273,+38d51m45.13s,38.8625366,13.49937,69.94859,221.8020000,1.0360000,-1.0270000,13.5980000,0.1030000,-0.1030000,11.0890000,0.0200000,-0.0200000,13.3744000,0.0004880,-0.0004880
Kepler-544 b,Kepler-544,1,1,0,Transit,2016,21.41616926,0.00008095,-0.00008095,0,0.155300,,,0,2.120,0.190,-0.140,0,5.14000,,,0,M-R relationship,0.000000,,,0,748,,,0,89.800,,,0,,6206.00,68.10,-58.72,0,1.22,0.11,-0.08,0,1.16,0.04,-0.04,0,[Fe/H],4.33,0.05,-0.07,0,19h36m06.98s,294.0290734,+39d03m06.44s,39.0517893,8.82378,72.48889,963.1800000,13.6765000,-13.6765000,13.6670000,0.1140000,-0.1140000,12.2890000,0.0230000,-0.0230000,13.5408000,0.0002360,-0.0002360
Kepler-545 b,Kepler-545,1,1,0,Transit,2016,13.24934059,0.00002104,-0.00002104,0,0.108700,,,0,2.690,0.300,-0.210,0,7.70000,,,0,M-R relationship,0.000000,,,0,806,,,0,88.070,,,0,,5882.00,77.41,-64.41,0,1.07,0.12,-0.08,0,1.04,0.04,-0.04,0,[Fe/H],4.39,0.07,-0.09,0,19h22m15.92s,290.5663221,+40d41m31.47s,40.6920756,11.93508,72.75932,818.0010000,12.4510000,-12.0900000,14.2050000,0.1830000,-0.1830000,12.7080000,0.0260000,-0.0260000,14.1050000,0.0002370,-0.0002370
Kepler-546 b,Kepler-546,1,1,0,Transit,2016,4.14702026,0.00000088,-0.00000088,0,0.050200,,,0,7.000,1.930,-0.770,0,39.10000,,,0,M-R relationship,0.000000,,,0,1258,,,0,88.700,,,0,,5967.00,92.74,-130.13,0,1.15,0.32,-0.13,0,1.11,0.11,-0.07,0,[Fe/H],4.36,0.09,-0.18,0,18h53m01.82s,283.2575730,+40d59m25.47s,40.9904095,17.12319,70.76413,1019.6500000,17.8400000,-17.2500000,14.3250000,0.0800000,-0.0800000,12.7840000,0.0360000,-0.0360000,14.2510000,0.0002790,-0.0002790
Kepler-547 b,Kepler-547,1,1,0,Transit,2016,6.01038429,0.00000157,-0.00000157,0,0.058000,,,0,4.000,0.130,-0.310,0,15.10000,,,0,M-R relationship,0.000000,,,0,768,,,0,88.750,,,0,,4828.00,40.10,-46.81,0,0.73,0.02,-0.04,0,0.78,0.03,-0.04,0,[Fe/H],4.61,0.02,-0.03,0,19h04m28.46s,286.1185888,+44d20m42.74s,44.3452063,16.41182,74.83195,378.9720000,3.9780000,-3.8960000,14.4800000,0.0800000,-0.0800000,11.9980000,0.0160000,-0.0160000,14.2070000,0.0004340,-0.0004340
Kepler-548 b,Kepler-548,1,1,0,Transit,2016,4.45419434,0.00000038,-0.00000038,0,0.049500,,,0,11.990,2.190,-1.100,0,,,,,Msini,0.000000,,,0,1017,,,0,88.160,,,0,,5535.00,265.27,-230.38,0,0.90,0.16,-0.08,0,0.93,0.09,-0.07,0,[Fe/H],4.50,0.06,-0.13,0,19h59m37.42s,299.9059167,+45d26m22.60s,45.4396103,8.15389,80.26885,751.7760000,13.0105000,-13.0105000,15.2660000,0.0800000,-0.0800000,13.0710000,0.0310000,-0.0310000,14.9844000,0.0003060,-0.0003060
Kepler-549 b,Kepler-549,1,3,0,Transit,2016,42.94956490,0.00015430,-0.00015430,0,0.228300,,,0,2.570,0.230,-0.170,0,11.00000,4.20000,-3.20000,0,Mass,0.000000,,,0,487,,,0,89.990,,,0,,5360.00,66.88,-72.90,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,[Fe/H],4.54,0.04,-0.09,0,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,19.46173,76.89558,635.1450000,7.0220000,-6.8720000,14.8050000,0.1490000,-0.1490000,12.8260000,0.0310000,-0.0310000,14.6226000,0.0002720,-0.0002720
Kepler-549 c,Kepler-549,1,3,0,Transit,2016,117.04049800,0.00177700,-0.00177700,0,0.445300,,,0,2.930,0.250,-0.590,0,8.91000,,,0,M-R relationship,0.000000,,,0,349,,,0,89.920,,,0,,5360.00,66.88,-72.90,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,[Fe/H],4.54,0.04,-0.09,0,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,19.46173,76.89558,635.1450000,7.0220000,-6.8720000,14.8050000,0.1490000,-0.1490000,12.8260000,0.0310000,-0.0310000,14.6226000,0.0002720,-0.0002720
Kepler-549 d,Kepler-549,1,3,0,Transit,2023,24.61480613,0.00003227,-0.00003227,0,0.157500,,,0,4.200,0.450,-0.500,0,16.40000,,,0,M-R relationship,0.000000,,,0,586,,,0,89.630,,,0,,5312.00,79.00,-79.00,0,0.99,0.11,-0.12,0,0.86,0.06,-0.03,0,[Fe/H],4.38,0.14,-0.07,0,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,19.46173,76.89558,635.1450000,7.0220000,-6.8720000,14.8050000,0.1490000,-0.1490000,12.8260000,0.0310000,-0.0310000,14.6226000,0.0002720,-0.0002720
Kepler-55 b,Kepler-55,1,5,0,Transit,2012,27.94814490,0.00024000,-0.00024000,0,0.159300,,,0,2.430,,,0,43.00000,37.20000,-18.00000,0,Mass,0.000000,,,0,400,,,0,89.940,,,0,,4362.00,,,0,0.58,,,0,0.62,,,0,[Fe/H],4.70,,,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,578.7960000,9.6040000,-9.3000000,15.7460000,0.3550000,-0.3550000,13.2890000,0.0490000,-0.0490000,15.7813000,0.0005190,-0.0005190
Kepler-55 c,Kepler-55,1,5,0,Transit,2012,42.15164180,0.00053000,-0.00053000,0,0.209500,,,0,2.210,,,0,69.80000,32.60000,-18.30000,0,Mass,0.000000,,,0,349,,,0,89.960,,,0,,4362.00,,,0,0.58,,,0,0.62,,,0,[Fe/H],4.70,,,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,578.7960000,9.6040000,-9.3000000,15.7460000,0.3550000,-0.3550000,13.2890000,0.0490000,-0.0490000,15.7813000,0.0005190,-0.0005190
Kepler-55 d,Kepler-55,1,5,0,Transit,2014,2.21109900,0.00000400,-0.00000400,0,0.029000,,,0,1.590,0.090,-0.090,0,3.15000,,,0,M-R relationship,0.000000,,,0,931,,,0,84.940,,,0,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,[Fe/H],4.68,0.15,-0.15,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,578.7960000,9.6040000,-9.3000000,15.7460000,0.3550000,-0.3550000,13.2890000,0.0490000,-0.0490000,15.7813000,0.0005190,-0.0005190
Kepler-55 e,Kepler-55,1,5,0,Transit,2014,4.61753400,0.00002100,-0.00002100,0,0.048000,,,0,1.550,0.230,-0.230,0,3.02000,,,0,M-R relationship,0.000000,,,0,728,,,0,86.990,,,0,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,[Fe/H],4.68,0.15,-0.15,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,578.7960000,9.6040000,-9.3000000,15.7460000,0.3550000,-0.3550000,13.2890000,0.0490000,-0.0490000,15.7813000,0.0005190,-0.0005190
Kepler-55 f,Kepler-55,1,5,0,Transit,2014,10.19854500,0.00004500,-0.00004500,0,0.081000,,,0,1.590,0.100,-0.100,0,3.15000,,,0,M-R relationship,0.000000,,,0,559,,,0,88.270,,,0,,4503.00,100.00,-100.00,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,[Fe/H],4.68,0.15,-0.15,0,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,578.7960000,9.6040000,-9.3000000,15.7460000,0.3550000,-0.3550000,13.2890000,0.0490000,-0.0490000,15.7813000,0.0005190,-0.0005190
Kepler-550 b,Kepler-550,1,1,0,Transit,2016,8.60010411,0.00000425,-0.00000425,0,0.074700,,,0,4.420,0.340,-0.270,0,17.90000,,,0,M-R relationship,0.000000,,,0,760,,,0,89.840,,,0,,5322.00,98.03,-122.84,0,0.83,0.06,-0.05,0,0.87,0.04,-0.05,0,[Fe/H],4.55,0.04,-0.07,0,19h50m48.04s,297.7001786,+47d51m49.34s,47.8637046,10.67286,81.63717,531.9440000,4.8740000,-4.7870000,14.6260000,0.0800000,-0.0800000,12.5620000,0.0220000,-0.0220000,14.4716000,0.0003860,-0.0003860
Kepler-551 b,Kepler-551,1,1,0,Transit,2016,12.37646610,0.00001298,-0.00001298,0,0.089300,,,0,2.730,0.250,-0.150,0,7.90000,,,0,M-R relationship,0.000000,,,0,483,,,0,89.170,,,0,,4286.00,37.81,-34.92,0,0.63,0.02,-0.02,0,0.65,0.03,-0.03,0,[Fe/H],4.66,0.01,-0.01,0,19h01m56.41s,285.4850450,+48d03m15.76s,48.0543774,18.17379,78.28132,311.1750000,2.1070000,-2.0800000,15.2780000,0.1370000,-0.1370000,12.1930000,0.0230000,-0.0230000,14.8603000,0.0004430,-0.0004430
Kepler-552 b,Kepler-552,1,1,0,Transit,2016,5.26341577,0.00000290,-0.00000290,0,0.061200,,,0,3.950,0.820,-0.570,0,14.80000,,,0,M-R relationship,0.000000,,,0,1103,,,0,85.550,,,0,,5863.00,103.85,-100.72,0,1.04,0.22,-0.10,0,1.03,0.06,-0.06,0,[Fe/H],4.42,0.07,-0.16,0,19h22m59.45s,290.7476903,+48d14m31.14s,48.2419838,14.99901,79.85715,843.6890000,11.8035000,-11.8035000,14.4760000,0.1830000,-0.1830000,12.7800000,0.0260000,-0.0260000,14.2624000,0.0002530,-0.0002530
Kepler-553 b,Kepler-553,1,2,0,Transit,2016,4.03046700,0.00000180,-0.00000180,0,0.047660,0.000810,-0.000650,0,4.741,0.179,-0.123,0,116.00737,,,1,Mass,0.000000,,,0,1089,19,-19,0,88.940,0.670,-0.600,0,,5191.00,76.00,-78.00,0,0.90,0.03,-0.02,0,0.89,0.05,-0.04,0,[Fe/H],4.48,0.02,-0.03,0,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,10.40509,82.33516,728.5250000,12.5710000,-12.5710000,15.0340000,0.2290000,-0.2290000,13.0640000,0.0370000,-0.0370000,14.9567000,0.0003460,-0.0003460
Kepler-553 c,Kepler-553,1,2,0,Transit,2016,328.24017000,0.00039000,-0.00040000,0,0.898000,0.015000,-0.012000,0,11.579,0.359,-0.280,0,2129.45033,139.84450,-136.66622,0,Mass,0.346000,0.020000,-0.024000,0,251,4,-4,0,89.831,0.005,-0.009,0,,5191.00,76.00,-78.00,0,0.90,0.03,-0.02,0,0.89,0.05,-0.04,0,[Fe/H],4.48,0.02,-0.03,0,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,10.40509,82.33516,728.5250000,12.5710000,-12.5710000,15.0340000,0.2290000,-0.2290000,13.0640000,0.0370000,-0.0370000,14.9567000,0.0003460,-0.0003460
Kepler-554 b,Kepler-554,1,1,0,Transit,2016,1.90220856,0.00000041,-0.00000041,0,0.029300,,,0,4.290,0.270,-0.210,0,17.00000,,,0,M-R relationship,0.000000,,,0,1346,,,0,89.030,,,0,,5447.00,76.54,-66.56,0,0.92,0.06,-0.04,0,0.93,0.04,-0.03,0,[Fe/H],4.49,0.05,-0.06,0,19h45m37.66s,296.4068982,+51d21m29.50s,51.3581938,13.05980,84.38215,690.5250000,8.7120000,-8.5020000,14.4900000,0.1140000,-0.1140000,12.6150000,0.0260000,-0.0260000,14.2961000,0.0002560,-0.0002560
Kepler-555 b,Kepler-555,1,1,0,Transit,2016,16.21775407,0.00002890,-0.00002890,0,0.120100,,,0,2.830,0.560,-0.290,0,8.40000,,,0,M-R relationship,0.000000,,,0,664,,,0,89.210,,,0,,5894.00,117.98,-162.81,0,1.04,0.21,-0.10,0,1.03,0.07,-0.07,0,[Fe/H],4.42,0.07,-0.15,0,19h02m04.05s,285.5168720,+38d55m56.85s,38.9324587,14.74064,69.46669,973.1210000,18.2760000,-17.6260000,14.4480000,0.1030000,-0.1030000,12.6330000,0.0260000,-0.0260000,14.1610000,0.0003030,-0.0003030
Kepler-556 b,Kepler-556,1,1,0,Transit,2016,11.72292176,0.00002381,-0.00002381,0,0.097300,,,0,2.240,0.200,-0.120,0,5.65000,,,0,M-R relationship,0.000000,,,0,766,,,0,89.970,,,0,,5740.00,57.53,-49.06,0,0.98,0.08,-0.05,0,1.00,0.03,-0.04,0,[Fe/H],4.46,0.04,-0.07,0,19h22m07.08s,290.5294799,+38d56m33.83s,38.9427306,11.19905,71.13919,674.5980000,9.1320000,-9.1320000,14.3160000,0.0690000,-0.0690000,12.6680000,0.0230000,-0.0230000,14.1247000,0.0002400,-0.0002400
Kepler-557 b,Kepler-557,1,1,0,Transit,2016,3.70598955,0.00000487,-0.00000487,0,0.046900,,,0,2.670,0.800,-0.380,0,7.61000,,,0,M-R relationship,0.000000,,,0,1281,,,0,82.050,,,0,,6068.00,151.79,-199.33,0,1.16,0.35,-0.16,0,1.11,0.12,-0.09,0,[Fe/H],4.35,0.10,-0.19,0,19h34m50.02s,293.7084179,+41d36m54.39s,41.6151084,10.22955,74.67646,2097.1200000,119.1150000,-119.1150000,14.7230000,0.1150000,-0.1150000,13.1530000,0.0340000,-0.0340000,14.6387000,0.0003480,-0.0003480
Kepler-558 b,Kepler-558,1,1,0,Transit,2016,29.00790538,0.00008906,-0.00008906,0,0.175900,,,0,2.370,0.170,-0.140,0,6.21000,,,0,M-R relationship,0.000000,,,0,498,,,0,88.570,,,0,,5242.00,93.27,-66.35,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0,[Fe/H],4.56,0.03,-0.06,0,18h58m37.91s,284.6579709,+42d39m09.63s,42.6526751,16.76278,72.78095,661.8760000,10.0660000,-9.7730000,14.8990000,0.1720000,-0.1720000,12.9610000,0.0320000,-0.0320000,14.9538000,0.0005570,-0.0005570
Kepler-559 b,Kepler-559,1,1,0,Transit,2016,17.58752333,0.00002056,-0.00002056,0,0.127700,,,0,3.610,0.640,-0.360,0,12.70000,,,0,M-R relationship,0.000000,,,0,706,,,0,89.810,,,0,,5630.00,200.63,-197.22,0,0.95,0.17,-0.09,0,0.96,0.07,-0.06,0,[Fe/H],4.47,0.07,-0.13,0,19h46m32.85s,296.6368878,+43d48m10.06s,43.8027948,9.36083,77.66271,776.7080000,14.9570000,-14.4110000,14.8630000,0.0800000,-0.0800000,12.9770000,0.0270000,-0.0270000,14.7424000,0.0003190,-0.0003190
Kepler-56 b,Kepler-56,1,3,0,Transit,2012,10.50160000,0.00110000,-0.00100000,0,0.102800,0.003700,-0.003700,0,6.510,0.290,-0.280,0,22.10000,3.90000,-3.60000,0,Mass,0.040000,0.010000,-0.010000,0,1378,,,0,89.660,,,0,,4840.00,97.00,-97.00,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,[Fe/H],3.31,0.01,-0.01,0,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,10.31441,74.92557,912.9940000,23.5465000,-23.5465000,12.5980000,0.0460000,-0.0460000,10.2270000,0.0180000,-0.0180000,12.4298000,0.0001690,-0.0001690
Kepler-56 c,Kepler-56,1,3,0,Transit,2012,21.40239000,0.00059000,-0.00062000,0,0.165200,0.005900,-0.005900,0,9.800,0.460,-0.460,0,181.00000,21.00000,-19.00000,0,Mass,0.000000,0.010000,-0.010000,0,1087,,,0,80.400,,,0,,4840.00,97.00,-97.00,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,[Fe/H],3.31,0.01,-0.01,0,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,10.31441,74.92557,912.9940000,23.5465000,-23.5465000,12.5980000,0.0460000,-0.0460000,10.2270000,0.0180000,-0.0180000,12.4298000,0.0001690,-0.0001690
Kepler-56 d,Kepler-56,1,3,0,Radial Velocity,2016,1002.00000000,5.00000000,-5.00000000,0,2.160000,0.080000,-0.080000,0,12.800,,,0,1784.00000,120.00000,-120.00000,0,Msini,0.200000,0.010000,-0.010000,0,,,,,,,,,,4819.44,74.95,-74.95,0,4.22,,,0,1.67,0.15,-0.15,0,[M/H],3.31,0.01,-0.01,0,19h35m01.99s,293.7583002,+41d52m18.51s,41.8718070,10.31441,74.92557,912.9940000,23.5465000,-23.5465000,12.5980000,0.0460000,-0.0460000,10.2270000,0.0180000,-0.0180000,12.4298000,0.0001690,-0.0001690
Kepler-560 b,Kepler-560,2,1,0,Transit,2016,18.47764449,0.00001517,-0.00001517,0,0.089900,0.003100,-0.006200,0,1.720,0.090,-0.090,0,3.61000,,,0,M-R relationship,0.170000,0.070000,-0.040000,0,298,22,-32,0,89.606,0.003,-0.094,0,,3556.00,30.41,-23.60,0,0.33,0.02,-0.02,0,0.34,0.02,-0.02,0,[Fe/H],4.94,0.02,-0.02,0,20h00m49.59s,300.2066441,+45d01m05.66s,45.0182402,7.75597,80.01329,109.3080000,0.4130000,-0.4100000,15.6600000,0.2000000,-0.2000000,11.4550000,0.0190000,-0.0190000,14.7511000,0.0004970,-0.0004970
Kepler-561 b,Kepler-561,1,2,0,Transit,2016,58.36204950,0.00003229,-0.00003229,0,0.291800,,,0,6.960,1.210,-0.610,0,38.70000,,,0,M-R relationship,0.000000,,,0,446,,,0,89.670,,,0,,5646.00,175.40,-189.65,0,0.94,0.16,-0.08,0,0.96,0.07,-0.06,0,[Fe/H],4.48,0.06,-0.14,0,19h34m59.31s,293.7471107,+45d06m25.91s,45.1071981,11.79362,77.85752,621.3780000,9.3350000,-9.3350000,14.4270000,0.0800000,-0.0800000,12.5850000,0.0230000,-0.0230000,14.3316000,0.0003060,-0.0003060
Kepler-561 c,Kepler-561,1,2,0,Transit,2016,5.35016198,0.00000443,-0.00000443,0,0.059300,,,0,2.680,0.430,-0.250,0,7.65000,,,0,M-R relationship,0.000000,,,0,989,,,0,89.980,,,0,,5646.00,175.40,-189.65,0,0.94,0.16,-0.08,0,0.96,0.07,-0.06,0,[Fe/H],4.48,0.06,-0.14,0,19h34m59.31s,293.7471107,+45d06m25.91s,45.1071981,11.79362,77.85752,621.3780000,9.3350000,-9.3350000,14.4270000,0.0800000,-0.0800000,12.5850000,0.0230000,-0.0230000,14.3316000,0.0003060,-0.0003060
